ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
89698,John Osborn,M,30.0,180.0,69.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Multihull,Gold,UK,
89706,Carl Townsend Osburn,M,28.0,180.0,,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold,USA,
89706,Carl Townsend Osburn,M,35.0,180.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,USA,
89706,Carl Townsend Osburn,M,35.0,180.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Gold,USA,
89706,Carl Townsend Osburn,M,35.0,180.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres",Gold,USA,
89706,Carl Townsend Osburn,M,35.0,180.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold,USA,
89712,Markus Tobias Oscarsson,M,27.0,184.0,86.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Sweden,
89733,Stepan Mikhaylovich Oshchepkov,M,30.0,175.0,82.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,Russia,
89754,Ellen Ottilia Osiier (Thomsen-),F,33.0,168.0,,Denmark,DEN,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Women's Foil, Individual",Gold,Denmark,
89762,Leonid Mikhaylovich Osipov,M,29.0,187.0,90.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold,Russia,
89765,Albina Lucy Charlotte Osipowich (-Van Aken),F,17.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 100 metres Freestyle,Gold,USA,
89765,Albina Lucy Charlotte Osipowich (-Van Aken),F,17.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,USA,
89786,Kanybek Osmonaliyevich Osmonaliyev,M,26.0,158.0,52.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Flyweight,Gold,Russia,
89790,Vladimir Yuryevich Osokin,M,26.0,181.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Russia,
89818,Marian Wiesaw Ostafiski,M,25.0,181.0,78.0,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold,Poland,
89830,Nils Holger stensson,M,29.0,,,Sweden,SWE,1948 Winter,1948,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Sweden,
89841,"Catherine Leigh ""Cat"" Osterman",F,21.0,188.0,79.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold,USA,
89843,Micheline O. M. Ostermeyer (-Ghazarian),F,25.0,179.0,73.0,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Shot Put,Gold,France,
89843,Micheline O. M. Ostermeyer (-Ghazarian),F,25.0,179.0,73.0,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Discus Throw,Gold,France,
89847,Oscar Paul Osthoff,M,21.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,Gold,USA,
89849,Frank Ostholt,M,32.0,188.0,79.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany,
89852,"Andreas ""Anderl"" Ostler",M,31.0,,,Germany-1,GER,1952 Winter,1952,Winter,Oslo,Bobsleigh,Bobsleigh Men's Two,Gold,Germany,
89852,"Andreas ""Anderl"" Ostler",M,31.0,,,Germany,GER,1952 Winter,1952,Winter,Oslo,Bobsleigh,Bobsleigh Men's Four,Gold,Germany,
89892,Roy Edward Oswalt,M,23.0,180.0,77.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold,USA,
89894,Inna Volodymyrivna Osypenko-Radomska,F,25.0,166.0,63.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,Ukraine,
89895,Istvn Osztrics,M,22.0,183.0,78.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's epee, Team",Gold,Hungary,
89896,Ingvild Flugstad stberg,F,23.0,165.0,,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold,Norway,
89909,Henrik Olsen stervold (Austevold-),M,42.0,178.0,,Atlanta,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,Norway,
89910,Jan Olsen stervold (Austevold-),M,43.0,163.0,,Atlanta,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,Norway,
89911,Kristian (-Christian) Johan stervold (Austevold-),M,35.0,,,Atlanta,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,Norway,
89912,Ole Olai Olsen stervold (Austevold-),M,47.0,,,Atlanta,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,Norway,
89945,Dzhamal Sultanovich Otarsultanov,M,25.0,163.0,55.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,Russia,
89971,Svetla Khristova Otsetova,F,25.0,171.0,62.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Double Sculls,Gold,Bulgaria,
89991,"Nikolaus ""Niko"" Ott",M,23.0,185.0,92.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Gold,Germany,
89998,Anne Ottenbrite (-Muylaert),F,18.0,175.0,60.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,Gold,Canada,
90020,Kristin Otto,F,22.0,185.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,Gold,Germany,
90020,Kristin Otto,F,22.0,185.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,Gold,Germany,
90020,Kristin Otto,F,22.0,185.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Germany,
90020,Kristin Otto,F,22.0,185.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Backstroke,Gold,Germany,
90020,Kristin Otto,F,22.0,185.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Butterfly,Gold,Germany,
90020,Kristin Otto,F,22.0,185.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,Germany,
90024,Sylke Otto,F,32.0,170.0,64.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Women's Singles,Gold,Germany,
90024,Sylke Otto,F,36.0,170.0,64.0,Germany,GER,2006 Winter,2006,Winter,Torino,Luge,Luge Women's Singles,Gold,Germany,
90032,Jan Bo Otto Ottosson,M,23.0,175.0,70.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Sweden,
90032,Jan Bo Otto Ottosson,M,27.0,175.0,70.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Sweden,
90081,Caroline Ouellette,F,22.0,180.0,77.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,
90081,Caroline Ouellette,F,26.0,180.0,77.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,
90081,Caroline Ouellette,F,30.0,180.0,77.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,
90081,Caroline Ouellette,F,34.0,180.0,77.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,
90082,"Joseph Raymond Gerald ""Gerry"" Ouellette",M,22.0,173.0,82.0,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,Canada,
90101,Robert Ouko,M,23.0,173.0,68.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,Kenya,
90144,Nathan Outteridge,M,26.0,179.0,75.0,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,Gold,Australia,
90160,Yelena Valeryevna Ovchinnikova,F,26.0,173.0,61.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,
90162,Jelena Ovchinnikova-ebukina,F,22.0,188.0,77.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Gold,Russia,
90166,Tatyana Nikolayevna Ovechkina (Kabayeva-),F,26.0,174.0,69.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Women's Basketball,Gold,Russia,
90166,Tatyana Nikolayevna Ovechkina (Kabayeva-),F,30.0,174.0,69.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Gold,Russia,
90170,Carla Overbeck (Werden-),F,28.0,170.0,56.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold,USA,
90192,"Stephen Michael John ""Steve"" Ovett",M,24.0,183.0,70.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Gold,UK,
90211,"Edwyn Robert ""Bob"" Owen",M,23.0,180.0,79.0,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,USA,
90226,"James Cleveland ""Jesse"" Owens",M,22.0,178.0,71.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,Gold,USA,
90226,"James Cleveland ""Jesse"" Owens",M,22.0,178.0,71.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,Gold,USA,
90226,"James Cleveland ""Jesse"" Owens",M,22.0,178.0,71.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,USA,
90226,"James Cleveland ""Jesse"" Owens",M,22.0,178.0,71.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,Gold,USA,
90241,Lily Isabelle Owsley,F,21.0,170.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold,UK,
90251,Johan Gabriel Oxenstierna af Korsholm och Wasa,M,32.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,Sweden,
90262,"Yoshinobu ""Yoshi"" Oyakawa",M,18.0,169.0,70.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,Gold,USA,
90322,Hseyin zkan (Bisultanov-),M,28.0,165.0,68.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Lightweight,Gold,Turkey,
90333,Elvra Ozolia (-Lse),F,20.0,176.0,67.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,Gold,Russia,
90376,"Rodney Earland ""Rod"" Paavola",M,20.0,183.0,86.0,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,USA,
90389,Darrell Owen Pace,M,19.0,180.0,64.0,United States,USA,1976 Summer,1976,Summer,Montreal,Archery,Archery Men's Individual,Gold,USA,
90389,Darrell Owen Pace,M,27.0,180.0,64.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Men's Individual,Gold,USA,
90409,Antonio Pacheco Mass,M,28.0,189.0,94.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold,Cuba,
90409,Antonio Pacheco Mass,M,32.0,189.0,94.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold,Cuba,
90448,"Jan Joseph ""Joep"" Packbiers",M,45.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold,Netherlands,
90449,Ann Elizabeth Packer (-Brightwell),F,22.0,169.0,57.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 800 metres,Gold,UK,
90453,Charles Bnoni Louis Pacme,M,29.0,,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,France,
90466,"Charles William ""Charley"" Paddock",M,19.0,172.0,75.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,Gold,USA,
90466,"Charles William ""Charley"" Paddock",M,19.0,172.0,75.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,USA,
90471,Willi Padge,M,16.0,168.0,56.0,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Gold,Germany,
90484,Enrique Padilla,M,33.0,,,Argentina,ARG,1924 Summer,1924,Summer,Paris,Polo,Polo Men's Polo,Gold,Argentina,
90491,Juan Padilla Alfonso,M,26.0,177.0,74.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold,Cuba,
90491,Juan Padilla Alfonso,M,30.0,177.0,74.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold,Cuba,
90497,"Henri Antoine Padou, Sr.",M,25.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold,France,
90509,Pae Gil-Su,M,20.0,163.0,56.0,North Korea,PRK,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,North Korea,
90549,Edgar Wells Page,M,23.0,,,England-1,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Gold,UK,
90553,"Jeremy Louis ""Jerry"" Page",M,23.0,174.0,63.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,Gold,USA,
90556,Malcolm George Page,M,36.0,185.0,71.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Gold,Australia,
90556,Malcolm George Page,M,40.0,185.0,71.0,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Gold,Australia,
90591,Olof Samuel Phlsson,M,28.0,181.0,94.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden,
90594,Charles Ferdinand Pahud de Mortanges,M,27.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,Netherlands,
90594,Charles Ferdinand Pahud de Mortanges,M,32.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,Netherlands,
90594,Charles Ferdinand Pahud de Mortanges,M,32.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,Netherlands,
90594,Charles Ferdinand Pahud de Mortanges,M,36.0,,,Netherlands,NED,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,Netherlands,
90606,John Bryant Paine,M,25.0,,,United States,USA,1896 Summer,1896,Summer,Athina,Shooting,"Shooting Men's Military Pistol, 25 metres",Gold,USA,
90607,Sumner Paine,M,27.0,,,United States,USA,1896 Summer,1896,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 30 metres",Gold,USA,
90631,Mariana Pajn Londoo,F,20.0,158.0,50.0,Colombia,COL,2012 Summer,2012,Summer,London,Cycling,Cycling Women's BMX,Gold,Colombia,
90631,Mariana Pajn Londoo,F,24.0,158.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Gold,Colombia,
90649,Pak Hyon-Suk,F,23.0,155.0,63.0,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,Gold,North Korea,
90671,Yuliya Vladimirovna Pakhalina,F,23.0,155.0,47.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,Gold,Russia,
90676,Lyudmila Alekseyevna Pakhomova (-Gorshkova),F,29.0,164.0,,Soviet Union-1,URS,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,Russia,
90739,Iryna Havrylivna Palchykova (Biletska-),F,21.0,178.0,66.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,Gold,Russia,
90745,"Anders Gustaf Paulus ""Paul"" Paln",M,31.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",Gold,Sweden,
90781,Ireneusz Paliski,M,28.0,181.0,86.5,Poland,POL,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,Poland,
90792,Olga Pall (-Scartezzini),F,20.0,170.0,69.0,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,Austria,
90815,Bror Viking Palm,M,28.0,181.0,87.0,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,Sweden,
90816,Adiel Palma Lpez,M,33.0,190.0,77.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold,Cuba,
90841,Charles Palmer,M,38.0,,,Great Britain-1,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Trap, Team",Gold,UK,
90856,Kylie Jayne Palmer,F,18.0,172.0,64.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,Australia,
90857,"Laurence James ""Larry"" Palmer",M,22.0,,,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,USA,
90878,Bengt Valdemar Palmquist,M,33.0,176.0,72.0,Slaghoken II,SWE,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,Gold,Sweden,
90897,Kroly Palotai (Priskin),M,29.0,175.0,75.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Gold,Hungary,
90899,Pter Palots (Poteliczky),M,23.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold,Hungary,
90906,Gregorio Paltrinieri,M,21.0,191.0,72.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Italy,
90911,Kristjan Palusalu,M,28.0,185.0,110.0,Estonia,EST,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,Estonia,
90911,Kristjan Palusalu,M,28.0,185.0,110.0,Estonia,EST,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,Estonia,
90922,Abdon Pamich,M,31.0,184.0,72.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,Gold,Italy,
90924,"Andr Felipe ""Pampa"" Falbo Ferreira",M,27.0,194.0,90.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Gold,Brazil,
90953,Josef Panek,M,38.0,180.0,92.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed Skeet,Gold,Czech Republic,
90981,Yuriy Petrovych Panchenko,M,21.0,198.0,96.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold,Russia,
90983,Liudmyla Mykhailivna Panchuk (-Kolomiyets),F,20.0,173.0,71.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Gold,Russia,
90996,Mikls Pncsics,M,24.0,185.0,80.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Gold,Hungary,
91014,Gianfranco Pandolfini,M,27.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold,Italy,
91015,Tullio Pandolfini,M,33.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold,Italy,
91043,Pang Wei,M,22.0,178.0,77.0,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,China,
91087,Viktor Aleksandrovich Pankrashkin,M,31.0,220.0,112.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Gold,Russia,
91088,Denis Vladimirovich Pankratov,M,22.0,188.0,84.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,Gold,Russia,
91088,Denis Vladimirovich Pankratov,M,22.0,188.0,84.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,Gold,Russia,
91145,Yury Borisovich Pantyukhov,M,24.0,175.0,75.0,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Russia,
91275,Ulrich Papke,M,30.0,193.0,95.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,Germany,
91278,Bertalan Papp,M,34.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",Gold,Hungary,
91278,Bertalan Papp,M,38.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",Gold,Hungary,
91282,Lszl Papp,M,22.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Middleweight,Gold,Hungary,
91282,Lszl Papp,M,26.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,Gold,Hungary,
91282,Lszl Papp,M,30.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Middleweight,Gold,Hungary,
91300,Veryan Guy Henry Pappin,M,30.0,183.0,82.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Gold,UK,
91310,Ioana Cristina Papuc-Rotaru,F,20.0,183.0,79.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold,Romania,
91332,Guilherme Paraense,M,35.0,,,Brazil,BRA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, 30 metres",Gold,Brazil,
91342,Aleksey Aleksandrovich Paramonov,M,31.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,Gold,Russia,
91379,Matas Enrique Paredes,M,34.0,176.0,74.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,Argentina,
91382,Nicols Martn Pareja,M,24.0,177.0,70.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold,Argentina,
91397,Eduardo Paret Prez,M,23.0,170.0,80.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold,Cuba,
91397,Eduardo Paret Prez,M,31.0,170.0,80.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold,Cuba,
91398,Paula Beln Pareto,F,30.0,150.0,48.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Gold,Argentina,
91401,Vladimir Vladimirovich Parfenovich,M,21.0,192.0,90.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold,Russia,
91401,Vladimir Vladimirovich Parfenovich,M,21.0,192.0,90.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,Russia,
91401,Vladimir Vladimirovich Parfenovich,M,21.0,192.0,90.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Russia,
91405,Anatoly Ivanovich Parfyonov,M,31.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,Russia,
91422,Giuseppe Paris,M,24.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold,Italy,
91422,Giuseppe Paris,M,28.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Gold,Italy,
91430,Angelo Parisi,M,27.0,185.0,110.0,France,FRA,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Heavyweight,Gold,France,
91431,Giovanni Parisi,M,20.0,168.0,57.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,Gold,Italy,
91481,Park Gap-Suk,F,21.0,,,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Gold,South Korea,
91499,Park Gyeong-Mo,M,28.0,185.0,76.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Team,Gold,South Korea,
91499,Park Gyeong-Mo,M,32.0,185.0,76.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,Gold,South Korea,
91514,Park Hye-Won,F,18.0,165.0,56.0,South Korea,KOR,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold,South Korea,
