id,comment_id,comments
12937,750602402,"Famtastic and lovely place , wonderful host "
12940,613725213,"Adreinne’s place is great. Literally across the street from the train- groceries, coffee, bars, and restaurants all right around the corner. Adreinne is super sweet and has gone out of her way to help and got a new fridge in a single day when the old one stopped working. The apartment is spacious, very stylishly decorated and well equipped. I highly recommend staying here."
12940,654911622,"I had a great experience at Adreinne’s place. The apartment was clean and quiet and has beautiful art to enjoy all over the walls. The communication before and during my stay was excellent. Adreinne lives in the building and was always quick to respond to any questions I had during my stay. For anyone arriving with heavy bags or who may have mobility challenges, I would note that this is a third floor walk-up with three sets of stairs total up to the apartment."
12940,715752874,"Great space, amazing (Website hidden by Airbnb) was our home for four months, and it truly felt like home.  Terrific subway access, attached grocery is convenient and incredibly well stocked.  Even during Covid our NY stay was pleasant and memorable."
12940,719195168,"Fantastic place! Couldn’t get over how spacious it is for so central in Brooklyn. Adored the gorgeous art and the bed is incredibly comfy! Warning that it’s a lot of stairs if you have heavy luggage. Either way, would highly recommend and will be back for my next trip to Brooklyn."
13394,619881473,"Alex goes above & beyond with making sure your stay is as comfortable and easy as can be. Helpful and welcoming, Alex offers the best home away from home experience. I absolutely recommend his Airbnb for position, value and comfort."
13808,599589815,"JT and Tiziana's place is very strategically located - around the corner is the station for the C train to Manhattan. Walking distance to a big supermarket Food Town, Walgreens pharmacy, laundromat, food take-outs, cafes and bars, delis and convenient stores and several shops.  If you need  Urgent Care clinics and dental clinics there are several nearby.  The room we had was quite big and the plus is:  the bathroom is for your exclusive use. You get to use their kitchen. You get your privacy at their place. JT and Tiziana are such gracious hosts as they are very welcoming and helpful with our questions and needs."
13808,637396547,"Tiziana and JT were amazing hosts and have a beautiful home! The rooms are spacious and nicely decorated, it’s a hidden gem in an already lovely neighborhood. Thanks again!"
14290,596062185,"The best airbnb I have ever stayed in, in any city. I hope I get to stay here again soon. Favorite neighborhood in New York, full of artists and street art and great restaurants, right near the train to the city. And the loft has wide open space, a projector, a nice bedroom, workdesk, etc. Staying there feels like being brooklyn royalty."
14290,599991945,"James' space is my favorite place in New York. Perfect neighborhood, but so lovey I found myself just staying in a lot. Fantastic loft, hope to stay there again in the future."
14290,604191433,"This is my second stay at James’ place and I absolutely loved it, again. 
There is certainly something magical about his loft, that even 4th floor walk up does not scare off:) The style is so homey, yet relaxed and incredibly inviting. There is everything you need yet absolutely no clutter. Bedding is soft, ceilings are high, light is beautiful all day long.
The location can’t be beat either! So many cool eateries and coffee shops, plus a whole lot of cool boutiques all within short walking distance.
The heaters worked amazingly well for such large space and I was very comfortable and happy. Hope to return again!"
14290,608099101,"What an amazing space!! I miss it already and it’s exactly the kind of spot I would want to own in NY. It’s spacious, it’s bright, the bedroom was also awesome with super comfortable bed & bedding, it was comfortably warm throughout considering it’s February & it’s in an up & coming location with lots of gems in the neighborhood (amazing coffee shop, Sey coffee, just a 5 minute walk away) along with lunch & dinner spots. 

WiFi was fast & never dropped unlike some Airbnb’s that I’ve had trouble with. Privacy was on point & I never felt unsafe while there.

Note that the unit is in the 4th floor with no elevators. Wasn’t bothersome for me but might be for others. Typical NY walk-up though. 

I’m actually going to be booking this unit again as I’ll be back to NY again soon."
14290,626522952,"James' loft is the best place in Brooklyn, hands down. Best neighborhood, wide open beautiful loft. It's the dream people talk about when they think about a brooklyn loft. I ended up there during quarantine, and James was incredible during a challenging situation. It's a beautiful safe haven where you can spend time inside and be happy, while the neighborhood outside is the best in New York, with good food and art. I recommend this space as strongly as possible. Incredible. I honestly feel so lucky to have stayed there."
14290,650543358,"James's loft in East Williamsburg is an amazing space perfect for 2 people or 2 couples with a bedroom and a separate loft space. James is a photographer and his creative sense is well-represented in his thoughtful, stylish, quirky furnishings and decorations. Fun, artful, and beautiful details abound such as 

The dramatic photos should give you a sense of how much space there is! The loft features very high ceilings, around 12 feet, huge windows facing both east and west for incredible natural light in the morning and afternoon.

The common spaces include a kitchen, dining area, and living room with two couches, two leather armchairs, and a huge white backdrop that doubles as a projector wall for night time video watching with James's bright HD projector. As a note, we stayed in the heart of the New York's hot and humid summer and the loft does not have central air conditioning, so it gets hot inside. You can open the screened windows wide and there are two big portable fans to circulate the air. Given the age of the building, the size of the windows, it may also get chilly in the winter. There are built-in heaters in the bedroom and common area that we, summer visitors, understandably, never tried.

There is a well-appointed kitchen with a dining table for 6 diners, and a large commercial kitchen counter for prep work. We stayed for two weeks and cooked regularly using the pots, pans, gas stove, oven, microwave, and refrigerator. There is a drip coffee maker, but we used the French press for our caffeine needs.

The bedroom is completely enclosed and is the only space with air-conditioning. Since its a small window unit, it does cool the bedroom, but it isn't able to cool the rest of the space. The loft does have much less headroom, someone tall will need to duck to move around. There is plenty of space to hang your clothes, store them in dressers and shelves, store your luggage.

Under the loft is the office and the bathroom. The office features an old-fashioned office desk and chair, paired with decent 20Mb downstream Wifi connection. Ideal for working in the day, streaming videos at night.

The loft is on the 4th and top floor of an old industrial building which gives it much of its unique character, charm, and a dramatic view of its Brooklyn surroundings. However, there is no elevator and the floors are tall (enabling loft spaces) meaning you will have to carry all your luggage up and down 4 extra high floors. I am fit and was winded by the time I reached the fourth floor. If you not comfortable climbing stairs, this space may not be right for you.

The building is perfectly located between the JMZ and L trains in a lively Brooklyn neighborhood. It's a great base to explore Brooklyn and Manhattan. It is easy walking distance to coffee shops, grocers, and restaurants. World renown Roberta's Pizza is two blocks away. Subways stations are under 10 minutes walk away can take you to central Williamsburg, East Village, Bowery, Downtown, Midtown, and anywhere you want to go on Manhattan.

If you're looking for a Brooklyn adventure, I would whole-heartedly recommend James's beautiful loft."
14290,654833375,Great place to stay if you really want to have a real New York experience. Makes you feel right at home.
14290,661122087,"So homey and full of life, it was a wonderful place to stay!"
14290,664337334,"The photos don’t do justice to how big and beautiful this loft is.  & I couldn’t have asked for a better location in Brooklyn.

I was disappointed that I couldn’t use the projector (it wouldn’t work) or the rooftop (some man told me I wasn’t allowed).

Note that it is a fourth floor walk-up, and there is only air conditioning in the main bedroom.

But I would definitely stay here again."
14290,672389327,"Great location, coffee shops on varet are both really good."
14290,673388282,Absolutely loved the space. Better than the pictures. Beautiful morning light. Peaceful and a nice walk to Williamsburg and alot of cute places. Cozy and modern and would definitely stay again! Best part of my trip for sure.
14290,706738929,"A perfect NYC Brooklyn loft ! Had a great stay , Thanks James"
14290,707827577,"It is my 4th or 5th stay at James' place and I just love it! The loft is beautiful, full of great light at all hours of the day, very welcoming and has a great vibe. The location is awesome, walk everywhere and safe. I am used to the walk up, but it's not for the unfit:) I hope to stay here again and again, thank you so much for your hospitality!"
14290,711658635,"The place was very spacious, clean and cozy. The loft was also in a good location. Only issues: we couldn't get the projector or oven to work properly, which was inconvenient. Also, reached about said issue and never heard back. FYI Be prepared for the 4 story walk up. Might be a good idea to pack light."
14290,716465491,Great location and beautiful loft! It was a bit dusty but very well furnished and lots of natural sunlight throughout the day.
14290,722758455,It was an incredible space to stay for our vacation! We had a whole photo shoot at the Airbnb because the decor was so amazing. The host was super responsive and easy to work with.
14314,590086532,"It was such a great stay! Thanks for hosting us, looking forward to come back to that place when we will be in NYC again."
14314,607201117,"Nice place, affordable, hosts we very nice to work with"
14314,618013460,Amazing hospitality! I really enjoyed New York and staying at her place made the experience even more better.
14314,652175318,We had a lovely stay in Brooklyn! This location was perfect for us for exploring Greenpoint. The apartment is decorated so cozy and has everything needed for a longer stay (though we only stayed a few days). Would definitely recommend for a weekend or longer getaway! Our host was also very communicative and flexible with some last minute schedule changes. Thank you again for a great stay!
15341,700445627,Great location! Comfortable home and the best Air bnb host and hostess ever!
15385,586197644,Fantastic stay with Cristina. Amazingly clean and great location!!
15385,602680098,"Cristina was super helpful and great to be around, the area  is great and near two different subway lines :) would definitely recommend"
15711,589100308,Great place!
15711,598056479,"Great value on the UES.  Check in was easy, and the place was really nice!"
15711,609232062,Perfect location! You will feel at home! They answer very quickly to your questions
15711,613204390,"We had a great, quick weekend stay at D's place.  It was very convenient to the places we had on our agenda for the weekend.  The apartment worked great for our family, and the beds were really comfortable.  We would definitely stay here again!"
15711,635924247,Perfect for what we needed.  Jumping off place for visiting the sites of Manhattan.  Lot's of outdoor dining options nearby.  City bike dock two blocks away and Central Park 15 minute walk.
15711,712344895,"D’s place is great and as pictured in the reviews. Only downside is 5 flights of stairs, so get ready for some workouts!"
16326,589086378,We had a great stay with our family over the 2019 holiday season.  Very relaxing and a nice Brooklyn neighborhood for walks and yummie food choices. We all loved every minute! Thanks Dimitri!
16326,632536792,Its been a perfect stay. Dimitri is super helpful. The place is even better than the photos. Its been only positive stay and what a treasure to have discovered.
16326,702544018,Dimitri has one of the most beautiful gems in Brooklyn Ny.  Stay here you will not regret it.
16326,719469767,"We spent 9 weeks at Dimitri's place (late October through December 2020). We thoroughly enjoyed our stay! Dimitri himself could not be more gracious and helpful as host. He lives upstairs (3rd floor) and his family lives on 1st floor. They are all musicians but very respectful of quiet hours. The location, security and condition of this 2nd floor apartment is OUTSTANDING, especially for anyone staying in the Prospect Heights/Park Slope area. Easy walk to scenic outdoor areas like Prospect Park and the Botanic Garden (reservation-only during pandemic). In healthier times, there will be dozens of great restaurants, bars, stores and city parks nearby too. Check-in was seamless, with Dimitri willing to help however needed. If you have a car, the fireplug out front provides a great short-term unloading zone. Street parking is competitive; we rented space in one of many nearby garages. Nice sitting area at front of building, shrub-lined with gate for privacy. This section of Underhill Avenue seems very quiet, with low pedestrian traffic (and almost everyone wears a mask). Apartment is quite large by Brooklyn standards, and window-filled for lots of light. It has an open living-dining-kitchen area, wood floors with area rugs (NO SHOES policy), huge master with en suite full bathroom, 2nd full bathroom off hallway, large 2nd bedroom and 2 smaller bedrooms which could also be used as office space. Each bedroom has a ""reach-in"" closet for storage. Kitchen has good cabinet space, 4-burner gas stove/oven, full frig, dishwasher, and many nice cooking/dining supplies. Kitchen and both baths have lots of granite (latter with tub/shower combos). No washer/dryer (for our longer stay, Dimitri provided clean linens+towels every 2 weeks). Nice TV with DVD; has usual ""goosey"" DISH-TV (think host may change this soon). Great WIFI coverage and central heating. Every apartment has a door-buzzer system, so all deliveries can be left in 1st floor entry hall to allow NO CONTACT access. Everyone onsite follows Dr Fauci's advice-- wearing masks, social distancing and minimizing contact to protect each other. Dimitri's  apartment made it possible for us  senior citizens to feel safe and snug amidst resurging pestilence, a fall heat wave, 2 snow storms and that ever-present ""COVID cabin fever"". We definitely would recommend this apartment to our family and friends!"
16338,621537484,Nice spacious room in a good apt in an amazing neighborhood. It has what you need and is a great value for the area. Patricia is super nice and will go out of her way to accomodate your stay.
16338,735219566,"Light and airy, in a really nice and quiet part of Fort Greene/Clinton Hill. The deck is really nice. Patricia is a wonderful and accommodating host, always happy to help. Thanks!"
16595,586277655,"Daniel was an excellent host - very attentive, quick to respond, and accommodating. He made our stay in NYC better than expected and we had a wonderful new years week in his very comfortable and absolutely stunning home! It was spotless, exactly like the pictures, and in an amazing location. We're all very grateful to have had the opportunity to stay there and would definitely stay again - highly recommend Daniel and his Williamsburg abode!"
16595,595517693,The host canceled this reservation 9 days before arrival. This is an automated posting.
16595,634567393,Absolutely stunning home !
16595,635725986,"As pictured, a beautiful space in Williamsburg. A lot of natural light, large windows, and interesting decoration to puzzle over. Host was communicative and accomodating."
16595,637799115,Had a great time! Hopefully will come back again soon!
16595,638204266,Great spot in Williamsburg area! Host was helpful when I couldn’t locate check in key.
16595,652226324,Fantastic stay at Daniel’s place! The vintage furniture and projector set up made for a truly special experience.
16595,653208116,"Amazing place, cannot recommend enough. Daniel was super responsive and welcoming, a wonderful host hands down."
16595,660614145,"Daniel’s loft is truly beautiful and so thoughtfully crafted for space, function, and style. We had no issues because of how well organized the stay was! We really enjoyed dinner on the fire escape, using the projector, and marveling at the record wall. Great location, too. Close to great food and coffee and the river!"
16595,663304776,"Beautiful place that's exactly like the photos, you be glad you picked this place!"
16595,663889007,"A great, cool spot in a wonderful location!"
16595,665726961,Special place in a great location with super responsive and helpful host. A gem!
16595,666420344,"The apartment was in a good location and was really beautiful- so I have a hard time giving a three star review. However, I stayed here for one night (approximately 12 hrs) and paid a lot of money for the stay. With that said- the reason for the 3 stars- there were little notes everywhere- don’t touch this, don’t sit on this, put this here.. etc etc. it made me feel really uncomfortable. I felt like a toddler afraid to touch anything or leave something out of place. Also, there are strict rules posted everywhere- put trash here, compost here, plastic there. Put towels here, use this for this etc. etc. if I’m cleaning everything in the house, why the extra $80 cleaning fee? The only thing I wanted was a cup of coffee for the morning- and didn’t see any anywhere. Also- don’t bring a car- parking is non existent. And the neighbors (one lady specifically) was watching us- actually staring and making me very uncomfortable as we were trying to unlock the door. And three flights up- don’t bring a lot of luggage- it’s a haul up the narrow stairs."
16595,668137104,As you see in the pictures is what you get.
16595,669144796,"Daniel was prompt to respond. The place was charming and even better than I thought it would be. The location is very convenient to numerous points of interests, restaurants, and grocery stores. I’d recommend to anyone."
16595,700957286,"I had a great stay and would highly recommend staying here especially in a fall season, October is nice weather in NY.  It’s in orthodox neighborhoods, calm and safe area in brooklyn, very close to manhattan.  The room is very clean and has a good vibes with many antiques furnitures plus sunlight/wind from the window.  Just feels good just to be in this space having a coffee or beer.  Many thanks : )"
16595,716885864,"Beautiful space, very clean, great location, cordial and attentive host. Can’t ask for much more. 
(Bring a laptop with HDMI for projector!)"
16595,721023848,"Couldn’t have been more happy with our stay. Daniel was immediately responsive and incredibly helpful in working out issues we were having with booking. The apartment is even better than the pictures. Immaculately clean, decorated to perfection, and much more spacious than we had anticipated. Daniel responded to all of our questions within minutes and made sure our stay was fantastic. Cannot stress enough how amazing this apartment is."
16595,723014456,"All around a good setting to both start and end your day around Williamsburg. Incredible morning light, and a romantic evening vibe. Awesome place!"
16595,729656361,Gorgeous place in a great neighborhood with a wonderful host. Highly recommended.
16595,737933411,Such a stunning space. Danimbel’s attention to detail is immaculate. A very inspiring home with so much soul! Perfect stay!
16595,739006566,I thoroughly enjoyed my time here. It’s a beautifully curated space that is impeccably maintained. I definitely recommend staying here if you get the chance!
16595,741031095,"Ariel’s place is extremely stylish and comfortable. Unique, artistic touches everywhere. Spacious, clean, wonderful exposure. A short walk to groceries, cafes, a terrific running park, and all the fun of Williamsburg."
16595,743067919,"Definitely an amazing apartment, very intricate and so unique!"
16595,749968668,"Ariel’s loft was everything advertised and more. The space couldn’t be more perfectly decorated and quaint. Amazing location, the communication was prompt and the amenities were great."
16595,751919609,"Wonderful stay. The location was perfect to me as it was 10-15 minutes away from the busy North streets and less than 5 minutes away from citibike, the park, and a 24-hr deli. I personally prefer the quieter area. 

The apartment itself was so charming and well decorated. You can tell the host put so much thought into the apartment. Anything you were looking for is right where you expect it to be! It was clean and bright. The ~*vibes*~ were immaculate, especially when the sun is setting. 

There's a great cafe nearby Social House that had AMAZING service and delicious drinks and sandwiches. There is also an artisnal bakery, La Bicyclette, not far from from the location that was also wonderful. Williamsburg Music Center for live jazz on Fridays/Saturday nights at 9 is about 10 minutes walk. I mean all in all, great experience!"
16595,756679638,Amazing place! Beautiful decoration and super clean. The location is great - quiet enough to relax after a day in the city and close to many restaurants and bars. Thank you Ariel for sharing your place and for being an amazing host.
16821,586151312,You can’t beat Casey’s location. Right in the thick of it and perfect for a few nights stay. The apartment is cool and the bedroom cozy. It can be a little loud from the street but completely tolerable for NYC. Casey himself is super nice and accommodating. Enjoyed my stay overall.
16821,642298127,"Excellent location, heart of East village . Apartment is stylish, a combination of modern and vintage design, with a lot of retro touches, especially in the kitchen equipment and furniture. Great backyard. Real NY feel"
16821,655458493,"I stayed at Casey’s for over a month, I’m not from NYC but if you want the full experience you should stay here. Sitting on the fire exit & the rooftop access make the stay like its out of a fairy tail. 

Plus his apartment could be a museum, it’s full of quirky artifacts & city memorabilia.  It makes you feel like you’re truly in the heart of Manhattan."
16821,743592933,"I loved staying at Casey’s place. The location was much better than I expected: a lot of interesting things to do walking distance, there’s a subway station not far away, you can even walk to Williamsburg if you cross the bridge that’s very close to the apt. The space was amazing, full of art and very cool atmosphere. Casey was very helpful and he even showed me some places around, truly  local tips; I really appreciated that! He told me I could use everything I needed and I felt like home. I had a great time and I would definitely would recommend staying here."
16821,754292619,Great!
16974,615212713,"Our stay in this flat was perfect. The location is perfect. May be we should say, the sleepingrooms are all open without doors and no ceiling. 
The flat is really big.
We enjoyed our stay."
16974,706923931,"First and foremost, Robin is a gracious, thoughtful, and communicative host; the spacious loft is filled with natural light and plenty of room to relax and cook. Looking forward to rebooking!"
16974,708015661,"Robin and George were just the best! My girlfriends and I had a great time at their gorgeous loft. The rooms were spacious, clean and they had plenty of amenities. The area was fun and the street they live on is very quiet."
16974,728086566,"This loft is huge! And sunny! It is vey well equipped with kitchen items, towels, bedding, local info and so forth. Between the many great local restaurants and the markets around the corner, eating was a joy. It’s close to two subway stations so getting around is easy. And it’s a quick walk to Columbia and the west side parks. The hosts were responsive, helpful, organized and responsible. A really great visit. I highly recommend."
16974,731711530,I must tell you this place was mind blown. First and foremost I thank God for blessing Robin and George with the idea of opening their home to the world. I had an Airbnb cancel with me last min and prior to that Robin was in constant communication with me. She even accepted me in last min. I promise you will not regret the amazing hospitality you will receive from Robin. It’s at a great location with many shops just walk-in distance. If you have a car there are several garages nearby. The one on 120th and Park Ave was very close to the apartment. You will not regret staying here and I highly recommend choosing Robins place!
16974,740576324,"Everything is as advertised, nice spacious clean loft. And to top it all off the neighborhood is quiet and the foot traffic is very limited not only due to Covid but because your the only resident in the whole building besides the hosts who only come to visit. Just about everything is right next door and if it isn't you can always take the subway."
16974,744098364,Robins place was clean and fresh. All the amenities were accurate. All the basics and a few extras to make your stay easier were there.  I would recommend her place.
17037,614901285,"I had such a wonderful stay at Anna's apt. It's a wonderfully quirky space in an awesome neighbourhood. Anna was so helpful and welcoming, on hand for any questions I had. I highly recommend for a stay!"
17037,619682857,"We really enjoyed our stay at Charlotte's. 
She went out of her way to make us feel comfortable and provide us with everything we could possibly need. 
Her apartment has a lot of personality, and we enjoyed every little detail.

Thank you Charlotte!"
17747,586248201,George and Emily are extremely kind and prepared folk. They have great tips about where to eat and what to do in Brooklyn.
17747,615858959,"The entire flat, including the room, is clean and well-maintained. George is friendly and courteous, and was very accommodating when I was delayed checking in. The view from the back window is lovely, taking in Brooklyn streets and the towers of Midtown, including the Empire State and Chrysler Buildings.

The entry area of the building is undergoing some renovation or remodeling, so it's a little daunting when you first step inside, but the flat itself is very nice."
18195,624933383,"So lucky to find this place! Really love this apartment, everything is perfect. Justin is a great host, roommate, and friend. An ideal place for long-stay."
18195,744362982,"Justin is a great host, very easy to talk to, quick response. Gave us a great tour of the neighborhood , the room was just as pictured and Clean !! Would stay here again"
18198,623429193,"Everything was perfect and as described.  Safe neighborhood, Very clean appartement, comfortable bed, spacious bedroom, excellent location and a super nice host that made sure I had everything i need during my stay. Definitely coming back to justin’s place in my next trip to NY"
18198,665732806,"Though my partner and I could not complete our trip up to New York City, Justin was a very communicative host and contacted us frequently to check up on us and accommodate our ever-changing dates! I'm quite sad we missed out on what looks like an awesome apartment, but Justin seems to be a great host who takes care of his guests!"
18198,722406308,Justin is a thoughtful Host
18728,611330827,An absolute gem in the heart of a super cool area. David and Rick were warm and welcoming and the space is fantastic. Thoroughly recommend.
18728,616412697,"This was my second time staying at David and Rick's. It is the most perfect location I can imagine in Manhattan. So convenient to public transportation, and the West Village is my favorite district in New York. The guest space is very private and quiet -- great for sleeping. David and Rick helped me up and down the stairs with my bags (I have a bad leg), and that was great."
19159,623441905,Sybilla is very responsive And accommodating. Her place is very nice.
19159,644704056,Sybilla and her mother Nicoletta are very special people. Wonderful apartment too.
19159,659430288,"2nd time staying with Sybilla, highly recommend"
20717,592240356,"Had a really lovely stay at Guillaume’s place. It was very easy to reach him, he was very kind and accommodating for us and our check in and check our times. The location was really close to plenty of restaurants and shops, and it was very clean, stylish, and spacious. I would def recommend staying here if you’re looking to be in the area."
20717,592240356,"Had a really lovely stay at Guillaume’s place. It was very easy to reach him, he was very kind and accommodating for us and our check in and check our times. The location was really close to plenty of restaurants and shops, and it was very clean, stylish, and spacious. I would def recommend staying here if you’re looking to be in the area."
20717,595008076,"This place was awesome! Great location within walking distance to lots of food and drink, and only a stones throw from the train that’ll take you to Manhattan. The private bathroom and kitchen make it a perfect place for long or short stays. Thanks Guillaume!"
20717,595008076,"This place was awesome! Great location within walking distance to lots of food and drink, and only a stones throw from the train that’ll take you to Manhattan. The private bathroom and kitchen make it a perfect place for long or short stays. Thanks Guillaume!"
20717,597403406,"This is an absolutely beautiful home, spacious, quiet, sparkling clean.  It can accommodate, I think, 3-4 guest, and there is a well-appointed kitchen in the lower level easy for guests to use.  I had a bedroom facing the back garden and with its own bathroom, luxurious bed, and it was so deliciously quiet for a sound night's sleep.  Guillaume is the most congenial, accommodating host, who checks in to make sure you are comfortable and offers very pleasant, interesting conversation, while a separate entrance makes it very easy for you to come and go.  The location cannot be beat.  It was a real treat to stay here.  Next time I hope to get more time to chat over tea with Guillaume."
20717,597403406,"This is an absolutely beautiful home, spacious, quiet, sparkling clean.  It can accommodate, I think, 3-4 guest, and there is a well-appointed kitchen in the lower level easy for guests to use.  I had a bedroom facing the back garden and with its own bathroom, luxurious bed, and it was so deliciously quiet for a sound night's sleep.  Guillaume is the most congenial, accommodating host, who checks in to make sure you are comfortable and offers very pleasant, interesting conversation, while a separate entrance makes it very easy for you to come and go.  The location cannot be beat.  It was a real treat to stay here.  Next time I hope to get more time to chat over tea with Guillaume."
20717,598144302,The room was clesn and near alot food options.
20717,598144302,The room was clesn and near alot food options.
20717,603749612,"Good location for Prospect Park, right next to underground station and in an okay area. Rooms do not have locks, but does have a hook to keep the door shut for while you are in the room. The bed was a little hard if you have any back issues, but was clean. Being an old brownstone house you need to be respectable with noises as the walls are thin. Also the shower was hot, but had little pressure, but that isn't unexpected with old properties. I would come back to Guillaume's beautiful home, as the cost was good for the stay. Thanks Guillaume!"
20717,603749612,"Good location for Prospect Park, right next to underground station and in an okay area. Rooms do not have locks, but does have a hook to keep the door shut for while you are in the room. The bed was a little hard if you have any back issues, but was clean. Being an old brownstone house you need to be respectable with noises as the walls are thin. Also the shower was hot, but had little pressure, but that isn't unexpected with old properties. I would come back to Guillaume's beautiful home, as the cost was good for the stay. Thanks Guillaume!"
20717,605447267,"Great spaces , great prices"
20717,605447267,"Great spaces , great prices"
20717,606570374,"Beautiful house, great neighborhood, friendly hosts, easy check-in. All good!"
20717,606570374,"Beautiful house, great neighborhood, friendly hosts, easy check-in. All good!"
20717,611261962,"Great location, great amenities great value great host&hostess"
20717,611261962,"Great location, great amenities great value great host&hostess"
20717,619454086,Great location and host!
20717,619454086,Great location and host!
20717,703810012,"Guillaume and Sarah’s place is gorgeous, perfectly located, spacious and homey with access to a lovely back garden.

The hosts couldn’t have been more accommodating and gracious.

My only reluctance in recommending their place is that it’ll be booked next time we want to return!"
20717,703810012,"Guillaume and Sarah’s place is gorgeous, perfectly located, spacious and homey with access to a lovely back garden.

The hosts couldn’t have been more accommodating and gracious.

My only reluctance in recommending their place is that it’ll be booked next time we want to return!"
20717,707574490,"Great location, very clean. Garden was wonderful, Thank you for letting me practice yoga there!"
20717,707574490,"Great location, very clean. Garden was wonderful, Thank you for letting me practice yoga there!"
20717,715294956,"Cozy, comfy hang in a great location for what we needed.  Wonderfully quiet.  Guillaume was the consummate host."
20717,715294956,"Cozy, comfy hang in a great location for what we needed.  Wonderfully quiet.  Guillaume was the consummate host."
20724,711093541,incredible place!
20724,711093541,incredible place!
21456,710262539,"Dana’s space is a bit small, but full of personality. We were there for 3 months and we loved it. Probably not for you if you have a TON of stuff, but it worked perfectly for our needs.

Dana was so kind and helpful, quick to respond to any issues we had. I would definitely recommend this for any solo traveler or couple without too many items."
21456,710262539,"Dana’s space is a bit small, but full of personality. We were there for 3 months and we loved it. Probably not for you if you have a TON of stuff, but it worked perfectly for our needs.

Dana was so kind and helpful, quick to respond to any issues we had. I would definitely recommend this for any solo traveler or couple without too many items."
21794,595179420,So glad I chose this place to stay for my three week stay in NY!  Olan and Mr Al and Tuxie are wonderful hosts...they made the stay so cozy. Location is also great...super close to the subway and lovely to walk around the neighborhood.
21794,595179420,So glad I chose this place to stay for my three week stay in NY!  Olan and Mr Al and Tuxie are wonderful hosts...they made the stay so cozy. Location is also great...super close to the subway and lovely to walk around the neighborhood.
23135,601425440,"Annette’s place, House on Henry, is a place I would recommend to anyone visiting Brooklyn. It is in a very walkable location. It’s in a safe neighborhood. It has a decorator’s touch with lots of interesting furniture pieces."
23135,601425440,"Annette’s place, House on Henry, is a place I would recommend to anyone visiting Brooklyn. It is in a very walkable location. It’s in a safe neighborhood. It has a decorator’s touch with lots of interesting furniture pieces."
23686,735294738,Ann is awesome! Her place is super unique and close to everything! Very enjoyable! I highly recommend!
23686,735294738,Ann is awesome! Her place is super unique and close to everything! Very enjoyable! I highly recommend!
25696,586092736,"Absolutely loved Dena! She was kind and very communicative as well as considerate. She would communicate options for me to take routes, leave umbrellas for us, and always be responsive. There were a bit too many rules that we would sometimes forget(we were on vacation and could not remember everything.) Had to take shoes off, keep everything clean. Understandable though and she's upfront with her rules as well. My issue was that for the price, it was not as accommodating as I wished. I couldn't find the glasses to drink water, me and my boyfriend had to wait for a very long time for the roommate and her boyfriend to leave the bathroom even though we woke up extra early. My boyfriend had to put his contacts on in the kitchen sink and I held my pee for like 2 hours! Very inconsiderate since we were guests and for the price we pay. They knew we were waiting since we kept checking to see if they were done. Also one night, we were awoken by them fighting outside which I understand sometimes happens but was a bit disturbing. Overall its a nice room to stay and I loved playing with the cats! Just wished I got more for the price."
25696,586092736,"Absolutely loved Dena! She was kind and very communicative as well as considerate. She would communicate options for me to take routes, leave umbrellas for us, and always be responsive. There were a bit too many rules that we would sometimes forget(we were on vacation and could not remember everything.) Had to take shoes off, keep everything clean. Understandable though and she's upfront with her rules as well. My issue was that for the price, it was not as accommodating as I wished. I couldn't find the glasses to drink water, me and my boyfriend had to wait for a very long time for the roommate and her boyfriend to leave the bathroom even though we woke up extra early. My boyfriend had to put his contacts on in the kitchen sink and I held my pee for like 2 hours! Very inconsiderate since we were guests and for the price we pay. They knew we were waiting since we kept checking to see if they were done. Also one night, we were awoken by them fighting outside which I understand sometimes happens but was a bit disturbing. Overall its a nice room to stay and I loved playing with the cats! Just wished I got more for the price."
26362,587105168,"Luiz's place is exactly as described in the ad. It is an amazing location and I felt safe returning late at night after being out enjoying the city.
If you are looking for a clean and safe space to stay, this is it. The room has a nice bed and a wardrobe to hang clothing. There is a nice TV in the room (not that I used that in NYC) but it is available. It was very nice to have  a fridge to put drinks in that I brought from home to save on the cost of purchasing water bottles in NYC.
Please read the information carefully. You have to be willing to accept a very small toilet outside of the apartment. It was not an issue for me at all because I was prepared for that upfront. I took advice from other guest and brought flip flops for easy use of the toilet during the middle of the night if I needed it.
I would definitely stay at Luiz's place again."
26362,587105168,"Luiz's place is exactly as described in the ad. It is an amazing location and I felt safe returning late at night after being out enjoying the city.
If you are looking for a clean and safe space to stay, this is it. The room has a nice bed and a wardrobe to hang clothing. There is a nice TV in the room (not that I used that in NYC) but it is available. It was very nice to have  a fridge to put drinks in that I brought from home to save on the cost of purchasing water bottles in NYC.
Please read the information carefully. You have to be willing to accept a very small toilet outside of the apartment. It was not an issue for me at all because I was prepared for that upfront. I took advice from other guest and brought flip flops for easy use of the toilet during the middle of the night if I needed it.
I would definitely stay at Luiz's place again."
26362,593622984,"I had a great stay at Luiz' apartment. I only needed somewhere to sleep and shower for two nights, and I wanted an authentic traditional local experience, not a corporate hotel. I was not disappointed. On this occasion I had the apartment to myself so I did not see the other bedroom. But although it was compact the apartment was clean, and the building and neighbourhood seemed safe, even after midnight walking back from the Madison Square Garden area. If you think that vintage and compact is for you, I recommend this apartment."
